exp,box,geno,sleepD,sleepN,sleepBoutD,sleepBoutN,sleepBoutN_1,sleepLengthD,sleepLengthN,wactivityD,wactivityN
3,5,dmist^{+/+},178.5,168,87,46.5,46.5,1.87647058823529,2.93021978021978,0.710043780844122,0.889770216526734
3,5,dmist^{+/+},98.5,218,63,98,98,1.59693347193347,2.22232957595276,1.6063355737484,0.804537136085242
3,5,dmist^{+/+},650,465.5,120.5,74.5,74.5,6.58718875502008,10.8672268907563,1.1903098583966,0.889588636889608
3,5,dmist^{+/+},99.5,264,56.5,78.5,78.5,1.76677115987461,3.37807075008189,2.07582514381591,1.22054380550956
3,5,dmist^{+/+},75,158.5,54,94,94,1.32352941176471,1.67685216797542,1.30763229956059,0.725739326220988
3,5,dmist^{+/+},554,527,142.5,54.5,54.5,3.91126322032223,9.78044217687075,0.626482176303363,0.299081035923142
3,5,dmist^{+/+},625.5,501,128,65.5,65.5,4.99553571428571,7.76818611242324,0.849152336348361,0.568949948056791
3,5,dmist^{+/+},47.5,108.5,36,57,57,1.29375,1.97064364207221,1.67936316063286,1.11757242184831
3,5,dmist^{+/+},291,349.5,134.5,123.5,123.5,2.16390179163902,2.86666666666667,0.685039780596829,0.296317877725969
3,5,dmist^{+/+},35.5,96.5,28,62,62,1.26628352490421,1.56910039113429,1.82218707193118,1.09155444290976
3,5,dmist^{+/+},53,158.5,30,72.5,72.5,1.72053872053872,2.24864969135802,2.34630519312192,1.34043098844889
3,5,dmist^{+/+},238.5,312.5,96.5,93,93,2.21623563218391,3.32143273150844,1.90172061279733,0.936592442645074
3,5,dmist^{+/+},96.5,236,63,93.5,93.5,1.5536858974359,2.46934203789043,1.86561920529801,0.91494156504065
3,5,dmist^{+/+},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,5,dmist^{+/+},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,5,dmist^{vir/+},401,509,158.5,72,72,2.49122807017544,8.84173669467787,0.694622975708503,0.345810581240141
3,5,dmist^{vir/+},56.5,87.5,40.5,41,41,1.3811013767209,2.25077303648732,2.99444631509058,1.37800921861282
3,5,dmist^{vir/+},65.5,221.5,47.5,104,104,1.32380952380952,2.200323815131,1.9525152579548,0.99749347423617
3,5,dmist^{vir/+},28.5,157,23,77,77,1.23659673659674,2.01684397163121,3.17081494646176,1.03877880609608
3,5,dmist^{vir/+},279.5,305.5,155.5,136.5,136.5,1.76346638655462,2.25396825396825,1.03568016986138,0.733390920132344
3,5,dmist^{vir/+},32,132,13,47.5,47.5,2.43452380952381,2.66071428571429,2.60964108107783,1.47632867132867
3,5,dmist^{vir/+},74.5,162.5,32,62.5,62.5,2.33384615384615,2.4610492845787,2.35126384213884,1.19919206579584
3,5,dmist^{vir/+},23,193,14,77.5,77.5,1.54444444444444,2.37551759834369,2.23406157589833,0.793812610645267
3,5,dmist^{vir/+},179.5,382,78,88,88,2.0960396039604,5.42665487247531,0.81116543559765,0.55658152173913
3,5,dmist^{vir/+},121,158.5,58,48,48,2.21450549450549,3.50735294117647,2.39421713870358,1.53172559535038
3,5,dmist^{vir/+},314,451,105,79,79,2.5426245210728,5.75759036144578,0.856071791730838,0.597615024195407
3,5,dmist^{vir/+},380,394.5,122.5,95,95,2.94259579371939,4.12333333333333,1.48208006233753,0.834306628056629
3,5,dmist^{vir/+},38.5,139.5,29.5,80,80,1.23881578947368,1.81114605171209,1.90190371351492,0.869024067540323
3,5,dmist^{vir/+},82,87.5,47.5,39.5,39.5,1.72170231729055,2.09179970972424,1.98624445946961,1.68456885975353
3,5,dmist^{vir/+},38.5,114,30.5,51,51,1.23090909090909,2.24305555555556,1.61218378333014,0.935931810916803
3,5,dmist^{vir/+},174,247.5,66,67,67,2.34545454545455,3.38833992094862,1.74901024243887,1.10888703494031
3,5,dmist^{vir/+},85,112,65,65.5,65.5,1.28032345013477,1.75036284470247,1.42406761673742,0.968952938494238
3,5,dmist^{vir/+},48.5,198,32.5,78.5,78.5,1.46320346320346,2.30871295886776,1.89200232137931,0.819097112529222
3,5,dmist^{vir/+},40,134.5,28.5,61,61,1.41129032258065,2.40100250626566,2.24125855579949,0.994010075841472
3,5,dmist^{vir/+},32.5,110,22,55.5,55.5,1.40714285714286,2.00892857142857,2.65082630870158,1.04703433388158
3,5,dmist^{vir/vir},72,179.5,46.5,62.5,62.5,1.61530172413793,2.9263698630137,3.28205573500308,1.87097990343617
3,5,dmist^{vir/vir},217.5,208.5,90,82.5,82.5,2.19635126777984,2.50831600831601,1.15009036410121,1.13427768844615
3,5,dmist^{vir/vir},54,122.5,36.5,69,69,1.3819073083779,1.77647058823529,4.08116026914571,1.5453055313633
3,5,dmist^{vir/vir},202.5,262.5,94.5,72,72,2.40624151967436,3.03173076923077,3.62313343082726,0.969804947584643
3,5,dmist^{vir/vir},331,419.5,127,98,98,2.48884158926729,4.286875,1.25912578388079,0.751034994723796
3,5,dmist^{vir/vir},250.5,355.5,95,91,91,2.50527852650494,4.03525322740814,1.34136523969857,0.679997012381043
3,5,dmist^{vir/vir},91.5,274.5,54.5,114,114,1.37755102040816,2.40392295043458,2.70486972001942,0.636414930555555
3,5,dmist^{vir/vir},161.5,436,67,105,105,2.29693675889328,4.18048469387755,1.44018560520803,0.339951936529883
3,5,dmist^{vir/vir},62,170.5,41.5,76,76,1.48212121212121,2.24268398268398,1.74161749839169,0.854453374575327
3,5,dmist^{vir/vir},153.5,242.5,89.5,84.5,84.5,1.71858573216521,2.87965816755394,1.14047531562088,0.759922726021472
3,5,dmist^{vir/vir},114,127,67.5,71,71,1.50713012477718,1.79452054794521,0.783190769780497,0.599513391522263
3,5,dmist^{vir/vir},194,88.5,100.5,57,57,1.60175438596491,1.5625,4.79968457373629,3.19083200929391
3,5,dmist^{vir/vir},79.5,190.5,57.5,81,81,1.37035851472471,2.33196428571429,1.89439631782946,0.701449871308691
3,5,dmist^{vir/vir},184,288.5,83.5,74.5,74.5,1.88644036009002,3.73876811594203,1.38968307618023,0.746782263630089
3,5,dmist^{vir/vir},12,104.5,9.5,64,64,1.25833333333333,1.6620953792933,4.1674933728521,0.90871794871795
3,5,dmist^{vir/vir},24,62.5,18.5,40,40,1.33695652173913,1.55429292929293,2.31765588578089,1.17762494050452
3,5,dmist^{vir/vir},35,64,23,36,36,1.51893939393939,1.82518043303929,2.23020706455542,1.1405129979501
3,5,dmist^{vir/vir},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,5,dmist^{vir/vir},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,5,dmist^{vir/vir},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,4,dmist^{+/+},131.5,172.5,76.5,98.5,98.5,1.66176470588235,1.72821076890844,2.40307741947211,0.818138998596328
4,4,dmist^{+/+},111,196.5,65.5,89.5,89.5,1.65,2.16012145748988,1.2556706750074,0.700750798955156
4,4,dmist^{+/+},96.5,200,59.5,73,73,1.65165809033734,2.88173374613003,1.26910144754633,0.735069968644756
4,4,dmist^{+/+},383,479.5,145,89,89,2.64836641852771,5.3876404494382,0.774613522310048,0.264564393939394
4,4,dmist^{+/+},94.5,338.5,54.5,71.5,71.5,1.73040293040293,4.84307359307359,3.16972472716441,0.801809954751131
4,4,dmist^{+/+},24,153.5,15,64,64,1.54037267080745,2.39879518072289,3.34282275873312,0.926589805604554
4,4,dmist^{+/+},495.5,532.5,155,56.5,56.5,3.22794396860892,9.9901185770751,1.4278801843318,0.390266290726818
4,4,dmist^{+/+},210.5,250.5,114,119.5,119.5,1.70271781198934,2.09341736694678,1.93750565295787,0.582266421527662
4,4,dmist^{+/+},168,271.5,87.5,91.5,91.5,1.94725738396624,3.02571606475716,1.32227691485197,0.926633208215596
4,4,dmist^{+/+},24.5,185.5,19,78.5,78.5,1.30459770114943,2.37646048109966,4.0137443500941,0.852846907993967
4,4,dmist^{+/+},793,186,4,58.5,58.5,271.833333333333,2.52922794117647,1.55026315789474,2.44047000326235
4,4,dmist^{+/+},193,167.5,102.5,69.5,69.5,1.82261756138161,2.36315192743764,1.16891202457721,0.770405385170362
4,4,dmist^{+/+},394.5,497,95.5,41,41,5.03283796740173,16.6565183450429,0.790350900934428,0.407398685114317
4,4,dmist^{+/+},667,528,117.5,62,62,5.6834712543554,9.40227272727273,0.89085531885683,0.431025
4,4,dmist^{+/+},108.5,314,55.5,66,66,1.94042132982225,4.63149388132071,2.09666403533314,0.763164435042096
4,4,dmist^{+/+},354,347,140.5,119,119,2.53776041666667,2.91596638655462,6.44200691361091,2.18715328467154
4,4,dmist^{+/+},232,197.5,111.5,74,74,1.9359623015873,2.72242647058824,1.17339805203127,0.652076157673173
4,4,dmist^{+/+},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,4,dmist^{+/+},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,4,dmist^{+/+},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,4,dmist^{+/+},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,4,dmist^{+/+},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,4,dmist^{+/+},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,4,dmist^{+/+},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,4,dmist^{+/+},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,4,dmist^{+/+},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,4,dmist^{+/+},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,4,dmist^{+/+},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,4,dmist^{vir/+},41.5,128.5,15,33.5,33.5,2.64027149321267,3.7401185770751,3.82888968694274,1.16135319479785
4,4,dmist^{vir/+},64,356,32,78,78,1.71153846153846,6.59375,3.65087342856197,0.69514738258317
4,4,dmist^{vir/+},335.5,354.5,129.5,77,77,2.59795285359801,5.01325757575758,1.57877641791045,0.518928106466079
4,4,dmist^{vir/+},335,236,128.5,108,108,2.90765136393879,2.18590861527729,2.19188144174188,1.10213874351806
4,4,dmist^{vir/+},229.5,429,86.5,85.5,85.5,2.42868206139116,5.01805745554036,1.1212042397791,0.656172446030936
4,4,dmist^{vir/+},36.5,214.5,22.5,94.5,94.5,1.595,2.26942889137738,2.71572569525466,0.862123931144617
4,4,dmist^{vir/+},14,109.5,10.5,56.5,56.5,1.31730769230769,2.00747442958301,4.51068343148826,0.945674838621848
4,4,dmist^{vir/+},370,365.5,111,67.5,67.5,3.30233134920635,5.65890688259109,1.70346000089334,0.939139833035181
4,4,dmist^{vir/+},59,193.5,29.5,67,67,2.00114942528736,2.8640625,2.44982911392405,0.859015092989615
4,4,dmist^{vir/+},405.5,411.5,151.5,85.5,85.5,2.67878616242593,4.89342105263158,1.70832035122504,1.72333701047987
4,4,dmist^{vir/+},542,501.5,161,74,74,3.42103829389788,6.92819940476191,0.892532782343708,0.323112182534293
4,4,dmist^{vir/+},390,148,151.5,85,85,2.55961203138622,1.63708700916796,2.645250501002,1.29050772626932
4,4,dmist^{vir/+},520,488,145.5,74,74,3.73793238225523,6.71696014828545,0.707642925582881,0.396611927398444
4,4,dmist^{vir/+},138,116,71,50,50,1.81552941176471,2.3213141025641,2.83123121437047,1.50983184239544
4,4,dmist^{vir/+},429.5,494,189.5,87.5,87.5,2.25894308943089,5.68899395849751,1.44412363084108,0.262277863444476
4,4,dmist^{vir/+},132,131.5,93,75.5,75.5,1.42366803278689,1.69577067669173,1.31478407557355,0.94741277839912
4,4,dmist^{vir/+},100.5,262.5,64.5,109,109,1.56440281030445,2.43016304347826,1.83062279036066,0.433419266055046
4,4,dmist^{vir/+},96,185.5,61,85.5,85.5,1.57255244755245,2.12489114658926,2.05520547051063,0.888187116564418
4,4,dmist^{vir/+},135.5,384,55,88.5,88.5,2.41333333333333,4.32575561870318,2.91893769443731,0.807164145405283
4,4,dmist^{vir/+},54.5,200.5,39,87.5,87.5,1.39642857142857,2.17470739366257,1.85658005447942,0.673885712300347
